Origin Time,Latitude,Longitude,Depth,Magnitude,Location
2021-07-10 07:44:46 IST,38.91,70.73,37,5.9,"173km ENE of Dushanbe, Tajikistan"
2021-07-10 07:31:12 IST,26.62,92.45,17,3.1,"34km W of Tezpur, Assam, India"
2021-07-09 13:16:25 IST,25.99,90.27,5,4.3,"53km N of Tura, Meghalaya, India"
2021-07-09 07:08:35 IST,37.05,72,90,4.6,"128km E of Fayzabad, Afghanistan"
2021-07-09 05:56:27 IST,24.7,94.99,90,4.5,"57km ESE of Ukhrul, Manipur, India"
2021-07-08 18:53:26 IST,34.83,97.83,10,4.8,"782km NNE of Pangin, Arunachal Pradesh, India"
2021-07-08 17:02:43 IST,26.34,92.79,15,2.9,"34km S of Tezpur, Assam, India"
2021-07-08 13:50:55 IST,36.51,71.26,167,5.1,"91km SE of Fayzabad, Afghanistan"
2021-07-08 04:22:13 IST,37.4,73.03,10,4.1,"222km E of Fayzabad, Afghanistan"
2021-07-07 15:32:07 IST,31.66,96.56,10,3.9,"410km NNE of Pangin, Arunachal Pradesh, India"
2021-07-07 13:56:42 IST,25.97,90.42,10,3.7,"55km NNE of Tura, Meghalaya, India"
2021-07-07 12:57:13 IST,34.68,98.42,22,4.5,"785km NNE of Pangin, Arunachal Pradesh, India"
2021-07-07 08:45:25 IST,26.15,90.28,14,5.2,"71km N of Tura, Meghalaya, India"
2021-07-06 23:46:17 IST,37.78,74.16,10,4.3,"327km ENE of Fayzabad, Afghanistan"
2021-07-06 19:47:58 IST,37.3,72.52,10,4.1,"175km E of Fayzabad, Afghanistan"
2021-07-06 15:10:49 IST,37.5,69.18,46,3.9,"122km SSE of Dushanbe, Tajikistan"
2021-07-05 22:36:54 IST,28.7,76.65,5,3.7,"10km N of Jhajjar, Haryana"
2021-07-05 20:20:59 IST,24.67,94.14,20,2.8,"26km SE of Imphal, Manipur, India"
2021-07-05 16:36:17 IST,22.46,93.64,10,3.5,"115km SSE of Champhai, Mizoram, India"
2021-07-05 09:04:09 IST,27.25,89.38,14,2.9,"35km SW of Thimphu, Bhutan"
2021-07-05 03:18:37 IST,32.89,98.86,120,4.6,"610km NNE of Changlang, Arunachal Pradesh, India"
2021-07-04 23:46:23 IST,39.17,71.78,50,4.1,"254km NNE of Fayzabad, Afghanistan"
2021-07-04 22:27:15 IST,26.22,96.31,45,3.8,"172km S of Changlang, Arunachal Pradesh, India"
2021-07-04 19:00:52 IST,24.81,93.9,30,3.3,"3km WSW of Imphal, Manipur, India"
2021-07-03 23:02:19 IST,36.55,70.86,168,3.9,"67km SSE of Fayzabad, Afghanistan"
2021-07-01 07:07:43 IST,20.05,72.94,5,3.6,"89km W of Nashik, Maharashtra, India"
2021-06-30 21:35:36 IST,20.01,72.83,5,3.1,"100km W of Nashik, Maharashtra, India"
2021-06-30 21:02:17 IST,26.52,92.52,65,2.7,"30km WSW of Tezpur, Assam, India"
2021-06-29 18:37:25 IST,27.4,89.54,50,3.1,"12km SW of Thimphu, Bhutan"
2021-06-28 12:18:05 IST,30.084,80.26,10,3.7,"55km N of Pithoragarh, Uttarakhand, India"
2021-06-28 06:10:35 IST,34.49,78.43,18,4.6,"86km ENE of Leh, Laddakh, India"
2021-06-26 01:26:59 IST,39.32,75.05,10,3.8,"397km S of Bishkek, Kyrgyzstan"
2021-06-26 00:36:34 IST,25.48,93.79,10,2.3,"36km S of Chumukedima, Nagaland, India"
2021-06-25 09:26:35 IST,37.12,72.11,30,3.9,"138km E of Fayzabad, Afghanistan"
2021-06-25 06:41:19 IST,36.6,71.27,16,3.8,"84km SE of Fayzabad, Afghanistan"
2021-06-25 04:34:44 IST,34.87,69.15,10,5.3,"35km N of Kabul , Afghanistan"
2021-06-24 11:57:00 IST,20.01,72.95,5,3.7,"87km W of Nashik, Maharashtra, India"
2021-06-24 10:28:58 IST,35.81,70.93,131,4.5,"147km SSE of Fayzabad, Afghanistan"
2021-06-24 02:19:42 IST,39.81,77.07,10,3.9,"399km SSE of Bishkek, Kyrgyzstan"
2021-06-23 06:39:14 IST,33.38,71.51,100,4.5,"146km WSW of Islamabad, Pakistan"
2021-06-22 22:14:35 IST,28.13,92.09,70,4.6,"64km NNE of Tawang, Arunachal Pradesh, India"
2021-06-21 15:37:03 IST,28.28,87.82,10,4,"108km NNW of Yuksom, Sikkim, India"
2021-06-21 12:57:41 IST,26.53,92.67,15,2.8,"18km SW of Tezpur, Assam, India"
2021-06-21 06:56:04 IST,1.6,92.23,10,4.9,"629km SSW of Campbell Bay, Andaman and Nicobar island, India"
2021-06-21 06:09:41 IST,27,93.43,10,3,"19km WSW of Itanagar, Arunachal Pradesh, India"
2021-06-20 12:02:01 IST,28.67,77.14,7,2.1,"8km NW of New Delhi, India"
2021-06-20 05:41:49 IST,31.29,78.46,15,3.1,"62km N of Uttarkashi, Uttarakhand, India"
2021-06-20 01:31:43 IST,29.55,84.31,15,4.3,"226km NNW of Kathmandu, Nepal"
2021-06-20 01:22:50 IST,25.28,94.3,30,3.6,"20km NW of Shirui, Manipur, India"
2021-06-20 01:02:07 IST,28.89,94.79,17,3.1,"95km NNW of Pangin, Arunachal Pradesh, India"
2021-06-19 19:29:15 IST,31.9,69.92,10,4.8,"302km SSE of Kabul , Afghanistan"
2021-06-19 01:07:32 IST,26.72,92.4,30,4.2,"39km W of Tezpur, Assam, India"
2021-06-18 15:45:42 IST,23.42,70.32,20,4,"133km NNW of Rajkot, Gujarat, India"
2021-06-18 12:42:51 IST,26.73,92.4,10,2.8,"39km WNW of Tezpur, Assam, India"
2021-06-18 04:20:21 IST,25.67,91.29,10,2.6,"58km WSW of Nongpoh, Meghalaya, India"
2021-06-18 02:04:40 IST,26.73,92.44,22,4.1,"36km WNW of Tezpur, Assam, India"
2021-06-18 01:06:08 IST,24.3,94.1,10,3,"39km ESE of Moirang, Manipur, India"
2021-06-17 19:49:40 IST,34.73,73.26,20,4.8,"118km N of Islamabad, Pakistan"
2021-06-17 16:44:44 IST,7.29,84.63,50,4.8,"527km E of Colombo, Sri Lanka"
2021-06-16 14:18:59 IST,38.02,93.53,10,5.4,"1110km N of Pangin, Arunachal Pradesh, India"
2021-06-16 08:01:58 IST,36.07,65.46,10,4.1,"379km WNW of Kabul , Afghanistan"
2021-06-16 03:22:18 IST,34.29,70.27,30,4.4,"101km ESE of Kabul , Afghanistan"
2021-06-16 02:24:45 IST,23.83,94,15,2.7,"77km SSE of Moirang, Manipur, India"
2021-06-15 22:53:57 IST,26.59,92.19,10,3,"60km W of Tezpur, Assam, India"
2021-06-15 20:16:07 IST,26.65,97,10,4.4,"126km SSE of Changlang, Arunachal Pradesh, India"
2021-06-15 15:43:42 IST,31.68,75.56,36,2.9,"39km N of Jalandhar, Punjab, India"
2021-06-14 18:35:46 IST,37.75,73.21,10,4,"245km ENE of Fayzabad, Afghanistan"
2021-06-14 01:15:54 IST,37.22,72.47,50,3.9,"170km E of Fayzabad, Afghanistan"
2021-06-13 22:47:35 IST,26.52,92.28,10,2.8,"53km WSW of Tezpur, Assam, India"
2021-06-13 12:58:08 IST,36.39,71.3,110,4,"103km SE of Fayzabad, Afghanistan"
2021-06-13 03:08:25 IST,17.69,95.69,10,3.9,"106km NNW of Rangoon, Myanmar"
2021-06-13 00:01:27 IST,20.81,84.99,5,3.5,"104km WNW of Bhubaneswar, Odisha, India"
2021-06-12 15:30:51 IST,24.85,97.85,19,4.9,"340km E of Ukhrul, Manipur, India"
2021-06-12 07:14:43 IST,36.48,70.78,30,4.3,"71km SSE of Fayzabad, Afghanistan"
2021-06-11 04:53:12 IST,27.07,92.52,10,3.6,"53km NNW of Tezpur, Assam, India"
2021-06-09 17:06:01 IST,31.96,72.89,10,4.1,"190km W of Amritsar, Punjab, India"
2021-06-08 18:58:38 IST,36.26,71.83,120,4.3,"147km SE of Fayzabad, Afghanistan"
2021-06-08 18:56:48 IST,34.4,81.6,10,3.9,"309km NE of Hanley, Jammu & Kashmir, India"
2021-06-06 21:26:45 IST,37.04,72.66,20,4.1,"187km E of Fayzabad, Afghanistan"
2021-06-06 06:21:52 IST,32.99,75.82,5,2.5,"82km E of Katra, Jammu and Kashmir, India"
2021-06-06 00:07:15 IST,24.48,94.48,47,2.6,"50km S of Ukhrul, Manipur, India"
2021-06-05 14:04:49 IST,37.47,72.6,10,3.7,"186km ENE of Fayzabad, Afghanistan"
2021-06-05 00:47:17 IST,25.29,94.68,10,3.1,"31km NE of Shirui, Manipur, India"
2021-06-04 18:58:16 IST,31.7,68.72,10,4.1,"320km S of Kabul , Afghanistan"
2021-06-04 15:02:13 IST,24.97,94.96,80,3.6,"48km E of Ukhrul, Manipur, India"
2021-06-03 23:04:00 IST,32.41,76.51,10,2.9,"27km NE of Dharamshala, Himachal Pradesh, India"
2021-06-03 11:25:23 IST,34.68,97.8,63,4.8,"765km NNE of Pangin, Arunachal Pradesh, India"
2021-06-03 08:16:27 IST,24.27,94.28,10,3.5,"56km ESE of Moirang, Manipur, India"
2021-06-03 02:17:44 IST,36.9,67.75,150,4.1,"205km SSW of Dushanbe, Tajikistan"
2021-06-03 01:20:19 IST,37.74,68.24,120,3.8,"102km SSW of Dushanbe, Tajikistan"
2021-06-03 01:15:38 IST,10.6,91.52,10,4.2,"174km SW of Portblair, Andaman and Nicobar island, India"
2021-06-02 23:26:59 IST,36.39,68.39,10,4.3,"208km WSW of Fayzabad, Afghanistan"
2021-06-02 16:33:27 IST,26.41,90.15,5,2.8,"99km N of Tura, Meghalaya, India"
2021-06-02 15:10:29 IST,36.93,68.11,10,4.4,"190km SSW of Dushanbe, Tajikistan"
2021-06-02 15:01:41 IST,36.84,68.4,10,4.3,"193km W of Fayzabad, Afghanistan"
2021-06-02 09:38:25 IST,26.55,96.05,10,3.6,"144km SSW of Changlang, Arunachal Pradesh, India"
2021-06-01 23:48:30 IST,26.77,92.42,10,3.5,"39km WNW of Tezpur, Assam, India"
2021-06-01 16:05:30 IST,36.67,71.5,135,4.2,"97km ESE of Fayzabad, Afghanistan"
2021-06-01 15:47:03 IST,33.12,75.87,5,3.1,"88km E of Katra, Jammu and Kashmir, India"
2021-06-01 06:56:31 IST,37.16,71.79,46,4.3,"110km E of Fayzabad, Afghanistan"
2021-06-01 01:19:34 IST,23.21,94.64,80,4.7,"136km E of Champhai, Mizoram, India"
2021-05-31 21:54:04 IST,28.72,77.13,8,2.4,"13km NNW of New Delhi, India"
2021-05-31 09:50:50 IST,26.69,92.35,24,3.8,"44km W of Tezpur, Assam, India"
2021-05-31 02:00:36 IST,24.65,94.77,24,3.4,"42km SE of Ukhrul, Manipur, India"
2021-05-30 15:26:55 IST,36.35,70.27,59,4.1,"87km SSW of Fayzabad, Afghanistan"
2021-05-30 14:23:06 IST,26.69,92.39,16,4.1,"40km W of Tezpur, Assam, India"
2021-05-30 12:25:17 IST,34.55,98.29,12,4.7,"767km NNE of Pangin, Arunachal Pradesh, India"
2021-05-30 10:20:15 IST,34.61,98.07,10,4.7,"766km NNE of Pangin, Arunachal Pradesh, India"
2021-05-29 19:08:16 IST,24.51,94.69,16,3.9,"51km SSE of Ukhrul, Manipur, India"
2021-05-29 13:30:11 IST,24.79,91.61,3.4,3.4,"54km SSW of Cherrapunjee, Meghalaya, India"
2021-05-29 10:06:50 IST,25.09,92.17,15,3,"48km ESE of Cherrapunjee, Meghalaya, India"
2021-05-29 07:11:55 IST,38.1,74.14,150,4.5,"335km ENE of Fayzabad, Afghanistan"
2021-05-29 01:29:04 IST,25.57,91.78,10,3.5,"11km W of Shillong, Meghalaya, India"
2021-05-28 22:21:22 IST,22.53,94.62,90,4.4,"153km WNW of Burma, Myanmar"
2021-05-28 12:53:25 IST,37.15,69.31,30,5.3,"110km W of Fayzabad, Afghanistan"
2021-05-28 09:28:05 IST,27.76,66.39,10,4.6,"666km NNW of Dwarka, Gujarat, India"
2021-05-28 04:14:36 IST,37.82,72.34,10,3.6,"177km ENE of Fayzabad, Afghanistan"
2021-05-28 03:16:53 IST,36.07,70.89,170,3.7,"118km SSE of Fayzabad, Afghanistan"
2021-05-28 01:32:26 IST,38.84,74.71,10,2.8,"412km ENE of Fayzabad, Afghanistan"
2021-05-27 23:59:05 IST,25.04,93.52,12,2.7,"48km WNW of Imphal, Manipur, India"
2021-05-27 20:34:07 IST,26.54,99.5,10,4,"312km ESE of Changlang, Arunachal Pradesh, India"
2021-05-27 18:36:09 IST,34.55,99.06,30,4.8,"791km NNE of Changlang, Arunachal Pradesh, India"
2021-05-27 14:24:47 IST,30.66,67.02,100,4.4,"479km SSW of Kabul , Afghanistan"
2021-05-27 06:08:38 IST,30.76,65.94,117,4.4,"521km SW of Kabul , Afghanistan"
2021-05-26 13:11:23 IST,26.85,88.72,5,3.8,"35km ENE of Siliguri, West Bengal, India"
2021-05-26 12:24:40 IST,29.33,87,10,3.6,"242km NE of Kathmandu, Nepal"
2021-05-26 12:13:31 IST,29.54,86.43,10,3.9,"229km NNE of Kathmandu, Nepal"
2021-05-26 02:16:12 IST,28.99,86.46,150,4.5,"180km NE of Kathmandu, Nepal"
2021-05-26 00:53:08 IST,23.55,94.58,90,4.3,"128km E of Champhai, Mizoram, India"
2021-05-26 00:20:35 IST,25.36,94.11,30,2.6,"35km S of Kohima, Nagaland, India"
2021-05-25 04:30:23 IST,34.9,97.83,10,4.5,"789km NNE of Pangin, Arunachal Pradesh, India"
2021-05-24 20:35:23 IST,4.24,95.16,52,4.6,"337km SSE of Campbell Bay, Andaman and Nicobar island, India"
2021-05-24 19:45:41 IST,33.93,97.17,81,4.3,"668km NNE of Pangin, Arunachal Pradesh, India"
2021-05-24 00:31:45 IST,30.94,79.44,22,4.3,"44km NNW of Joshimath, Uttarakhand , India"
2021-05-23 13:06:16 IST,37.31,70.51,14,3.3,"23km N of Fayzabad, Afghanistan"
2021-05-23 09:16:53 IST,17.36,73.84,5,3.3,"84km NNW of Kolhapur, Maharashtra, India"
2021-05-23 07:26:53 IST,37.31,72.32,349,4.1,"158km E of Fayzabad, Afghanistan"
2021-05-23 06:56:42 IST,24.79,94.94,109,4.3,"49km ESE of Ukhrul, Manipur, India"
2021-05-23 00:56:15 IST,35.27,73.57,5,3.5,"154km NNW of Gulmarg, Jammu and Kashmir, India"
2021-05-22 21:10:00 IST,27.73,92.58,10,2.8,"71km ENE of Tawang, Arunachal Pradesh, India"
2021-05-22 17:44:52 IST,25.59,99.08,10,4.3,"340km SE of Changlang, Arunachal Pradesh, India"
2021-05-22 15:09:38 IST,34.77,97.39,10,4.5,"763km NNE of Pangin, Arunachal Pradesh, India"
2021-05-22 13:29:03 IST,33.15,75.92,10,3.3,"93km ENE of Katra, Jammu and Kashmir, India"
2021-05-22 12:36:33 IST,34.1,97.8,10,4.5,"704km NNE of Pangin, Arunachal Pradesh, India"
2021-05-22 09:33:40 IST,35.47,99.56,34,4.2,"902km NNE of Changlang, Arunachal Pradesh, India"
2021-05-22 08:51:19 IST,34.78,97.96,12,4.6,"780km NNE of Pangin, Arunachal Pradesh, India"
2021-05-22 08:37:47 IST,34.57,76.64,40,3.6,"46km E of Kargil, Laddakh, India"
2021-05-22 08:08:49 IST,34.53,98.43,10,5,"770km NNE of Pangin, Arunachal Pradesh, India"
2021-05-22 07:59:33 IST,35.02,97.6,10,4.7,"795km NNE of Pangin, Arunachal Pradesh, India"
2021-05-22 07:18:16 IST,25.78,99.01,10,4.1,"320km SE of Changlang, Arunachal Pradesh, India"
2021-05-22 06:08:33 IST,19.72,95.56,16,4.1,"184km SSW of Ywangan, Myanmar"
2021-05-22 03:29:37 IST,34.56,98.28,10,4.7,"768km NNE of Pangin, Arunachal Pradesh, India"
2021-05-22 01:34:33 IST,34.66,98.19,10,4.5,"775km NNE of Pangin, Arunachal Pradesh, India"
2021-05-22 01:19:15 IST,34.64,97.94,10,4.5,"765km NNE of Pangin, Arunachal Pradesh, India"
2021-05-22 00:33:09 IST,34.49,98.94,10,4.8,"781km NNE of Changlang, Arunachal Pradesh, India"
2021-05-21 23:34:14 IST,34.65,98.06,10,7,"770km NNE of Pangin, Arunachal Pradesh, India"
2021-05-21 23:21:00 IST,26.26,96.94,10,2.9,"167km S of Changlang, Arunachal Pradesh, India"
2021-05-21 23:06:20 IST,25.77,99.16,10,4,"332km SE of Changlang, Arunachal Pradesh, India"
2021-05-21 20:54:00 IST,26.06,98.46,30,4.3,"259km SE of Changlang, Arunachal Pradesh, India"
2021-05-21 20:01:22 IST,25.88,99.35,10,5,"339km SE of Changlang, Arunachal Pradesh, India"
2021-05-21 19:18:41 IST,25.67,99.96,100,5.8,"402km SE of Changlang, Arunachal Pradesh, India"
2021-05-21 11:02:32 IST,35.29,77.98,90,4.2,"131km NNE of Leh, Laddakh, India"
2021-05-20 15:05:20 IST,32.83,76.13,10,3.2,"70km NNW of Dharamshala, Himachal Pradesh, India"
2021-05-20 13:39:21 IST,37.06,71.61,84,4,"94km E of Fayzabad, Afghanistan"
2021-05-19 22:24:30 IST,28.26,84.59,10,4.4,"94km NW of Kathmandu, Nepal"
2021-05-19 21:08:56 IST,28.3,84.61,10,3.9,"95km NW of Kathmandu, Nepal"
2021-05-19 17:55:49 IST,26.22,91.47,30,3.2,"27km WNW of Guwahati, Assam, India"
2021-05-19 14:49:30 IST,34.05,70.5,180,4.5,"131km ESE of Kabul , Afghanistan"
2021-05-19 14:34:18 IST,33.04,75.92,5,3.2,"92km E of Katra, Jammu and Kashmir, India"
2021-05-19 12:06:53 IST,28.72,77.03,5,1.9,"20km NW of New Delhi, India"
2021-05-19 08:11:39 IST,28.2,84.42,10,4.9,"103km WNW of Kathmandu, Nepal"
2021-05-19 05:28:56 IST,28.24,84.36,10,5.3,"111km WNW of Kathmandu, Nepal"
2021-05-18 17:33:00 IST,26.72,92.45,19,3.8,"34km WNW of Tezpur, Assam, India"
2021-05-18 16:23:28 IST,37.34,76.88,10,4.2,"317km N of Kargil, Laddakh, India"
2021-05-18 04:24:46 IST,15.46,93.37,34,4.1,"247km N of Diglipur, Andaman and Nicobar island, India"
2021-05-17 10:07:39 IST,30.92,91.88,165,4.2,"371km N of Tawang, Arunachal Pradesh, India"
2021-05-17 09:41:55 IST,36.02,71.67,175,4.3,"156km SE of Fayzabad, Afghanistan"
2021-05-17 07:07:03 IST,37.22,72.18,115,4,"145km E of Fayzabad, Afghanistan"
2021-05-17 03:37:18 IST,20.68,71.02,10,3.8,"182km S of Rajkot, Gujarat, India"
2021-05-16 20:12:19 IST,26.06,92.6,5,2.5,"68km SSW of Tezpur, Assam, India"
2021-05-16 01:25:29 IST,27.21,92.34,22,2.6,"61km SE of Tawang, Arunachal Pradesh, India"
2021-05-15 08:33:55 IST,26.74,92.39,16,3.9,"41km WNW of Tezpur, Assam, India"
2021-05-15 05:09:53 IST,26.28,95.26,81,4.2,"74km E of Mokokchung, Nagaland, India"
2021-05-15 01:02:35 IST,22.85,93.75,30,3.1,"80km SSE of Champhai, Mizoram, India"
2021-05-14 22:12:03 IST,24.99,95.03,101,4.3,"55km E of Ukhrul, Manipur, India"
2021-05-14 15:24:05 IST,39.57,73.03,10,4.7,"349km NE of Fayzabad, Afghanistan"
2021-05-14 12:03:09 IST,0.14,96.75,10,6.6,"642km WSW of Kuala Lumpur, Malaysia"
2021-05-14 06:32:21 IST,36.49,69.45,147,4.7,"119km SW of Fayzabad, Afghanistan"
2021-05-13 14:05:31 IST,36.77,86.62,10,4.8,"833km NE of Hanley, Jammu & Kashmir, India"
2021-05-13 09:15:00 IST,23.519,92.614,10,3.3,"25km SSW of Aizawal,Mizoram,India"
2021-05-13 02:05:16 IST,25.93,92.84,10,2.6,"80km S of Tezpur, Assam, India"
2021-05-12 20:57:45 IST,25.59,92.43,20,2.3,"53km E of Shillong, Meghalaya, India"
2021-05-12 19:10:44 IST,36.79,71.58,82,3.9,"97km ESE of Fayzabad, Afghanistan"
2021-05-12 00:27:38 IST,26.73,92.36,16,3.1,"43km W of Tezpur, Assam, India"
2021-05-10 21:37:09 IST,34.51,74.16,10,3.1,"55km NNW of Gulmarg, Jammu and Kashmir, India"
2021-05-10 13:34:23 IST,36.45,71.06,174,4.3,"85km SSE of Fayzabad, Afghanistan"
2021-05-10 07:05:52 IST,26.49,92.46,23,3,"37km WSW of Tezpur, Assam, India"
2021-05-10 03:49:00 IST,32.32,76.86,5,2.4,"32km WNW of Manali, Himachal Pradesh, India"
2021-05-10 02:01:56 IST,27.76,92.86,10,2.4,"99km ENE of Tawang, Arunachal Pradesh, India"
2021-05-10 00:11:26 IST,26.69,92.42,23,3.7,"37km W of Tezpur, Assam, India"
2021-05-09 23:58:06 IST,26.68,92.39,18,2.9,"40km W of Tezpur, Assam, India"
2021-05-09 09:03:26 IST,22.46,92.8,28,3.7,"91km S of Thenzawl, Mizoram, India"
2021-05-09 07:23:37 IST,37.25,71.94,108,4.4,"124km E of Fayzabad, Afghanistan"
2021-05-09 05:19:57 IST,36.32,71.22,25,3.6,"105km SE of Fayzabad, Afghanistan"
