Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2003-09-05,MARUTI,EQ,221.55,223.9,230.0,222.4,229.3,229.3,225.96,2971415,67142687725000.0,,976834.0,0.3287
2003-09-08,MARUTI,EQ,229.3,231.0,233.9,227.15,227.5,228.75,230.58,1817991,41918753010000.0,,515970.0,0.2838
2003-09-09,MARUTI,EQ,228.75,230.0,235.0,225.8,228.0,228.2,227.95,2034401,46373350055000.0,,948072.0,0.466
2003-09-10,MARUTI,EQ,228.2,227.75,230.4,225.8,227.25,227.8,227.91,1476667,33654632189999.996,,269036.0,0.1822
2003-09-11,MARUTI,EQ,227.8,230.0,230.1,225.0,225.3,225.65,227.66,1092801,24878585065000.0,,304907.0,0.27899999999999997
2003-09-12,MARUTI,EQ,225.65,228.0,228.5,219.1,221.0,220.35,222.31,2496597,55502168975000.0,,1036154.0,0.41500000000000004
2003-09-15,MARUTI,EQ,220.35,219.0,221.35,207.1,207.8,208.35,211.05,3469640,73225421485000.0,,1373850.0,0.396
2003-09-16,MARUTI,EQ,208.35,207.0,210.0,195.1,208.0,208.5,203.06,4004037,81304817305000.0,,1185137.0,0.29600000000000004
2003-09-17,MARUTI,EQ,208.5,212.5,219.5,209.25,215.0,216.05,214.52,3800473,81526907295000.0,,1218205.0,0.32049999999999995
2003-09-18,MARUTI,EQ,216.05,215.9,215.9,203.4,204.0,205.6,209.1,2813556,58831363850000.0,,905859.0,0.322
2003-09-19,MARUTI,EQ,205.6,207.0,210.4,198.8,207.0,205.75,204.62,3442717,70445514410000.0,,909039.0,0.264
2003-09-22,MARUTI,EQ,205.75,206.0,212.8,205.75,212.0,210.7,209.7,2575343,54004949645000.01,,724317.0,0.2813
2003-09-23,MARUTI,EQ,210.7,210.3,214.4,208.2,214.4,213.15,210.92,1766451,37257355365000.0,,321780.0,0.1822
2003-09-24,MARUTI,EQ,213.15,216.0,221.0,213.1,219.5,219.95,217.39,2133208,46374416245000.0,,671569.0,0.3148
2003-09-25,MARUTI,EQ,219.95,220.1,220.1,211.5,214.05,213.7,216.23,1916650,41444000195000.0,,761539.0,0.3973
2003-09-26,MARUTI,EQ,213.7,214.4,217.85,213.1,214.5,214.8,215.45,2531520,54540640745000.01,,1143573.0,0.45170000000000005
2003-09-29,MARUTI,EQ,214.8,216.0,229.45,215.15,228.0,227.2,223.33,3711837,82897569840000.0,,1159769.0,0.3125
2003-09-30,MARUTI,EQ,227.2,230.0,233.35,228.0,232.3,232.55,231.32,3594810,83155014495000.0,,1057727.0,0.2942
2003-10-01,MARUTI,EQ,232.55,232.0,233.0,227.1,228.1,228.45,229.6,2402620,55165255865000.0,,611657.0,0.2546
2003-10-03,MARUTI,EQ,228.45,229.0,235.0,228.9,234.5,234.4,232.34,2511914,58361392475000.0,,957263.0,0.3811
2003-10-06,MARUTI,EQ,234.4,236.6,242.35,235.0,241.5,241.3,240.02,3094324,74269127830000.0,,973080.0,0.3145
2003-10-07,MARUTI,EQ,241.3,244.0,246.4,236.05,237.25,237.55,242.21,2440562,59111697779999.99,,461569.0,0.18910000000000002
2003-10-08,MARUTI,EQ,237.55,238.75,245.0,237.1,241.25,240.25,241.01,1859277,44810860060000.0,,302938.0,0.1629
2003-10-09,MARUTI,EQ,240.25,240.85,259.75,240.85,259.5,258.05,253.48,6993550,177269559260000.0,,1342498.0,0.192
2003-10-10,MARUTI,EQ,258.05,260.65,272.4,259.8,271.75,269.1,265.45,3707816,98422496690000.0,,736335.0,0.1986
2003-10-13,MARUTI,EQ,269.1,273.0,280.35,272.0,276.0,276.1,277.05,3693070,102316450400000.0,,539416.0,0.1461
2003-10-14,MARUTI,EQ,276.1,278.0,278.6,262.8,266.0,264.9,269.57,5123854,138125515684999.98,,936706.0,0.18280000000000002
2003-10-15,MARUTI,EQ,264.9,264.9,272.7,261.3,271.7,270.5,268.63,3478259,93435974465000.0,,414755.0,0.1192
2003-10-16,MARUTI,EQ,270.5,273.7,281.3,272.5,273.5,276.2,277.76,4100489,113894929105000.0,,605642.0,0.1477
2003-10-17,MARUTI,EQ,276.2,280.55,286.4,275.45,281.1,282.3,282.56,4126840,116609793565000.02,,615007.0,0.149
2003-10-20,MARUTI,EQ,282.3,282.0,284.8,273.3,274.0,274.75,279.12,2192534,61198943429999.99,,543713.0,0.24800000000000003
2003-10-21,MARUTI,EQ,274.75,276.1,279.0,257.0,263.0,261.25,270.7,3223848,87269144645000.0,,671319.0,0.2082
2003-10-22,MARUTI,EQ,261.25,263.95,279.0,260.55,264.5,263.7,265.52,2569557,68227585245000.01,,391100.0,0.1522
2003-10-23,MARUTI,EQ,263.7,264.5,273.25,261.65,264.0,263.8,268.26,3114998,83562790575000.0,,403892.0,0.1297
2003-10-24,MARUTI,EQ,263.8,265.0,291.0,260.0,290.15,285.0,275.12,5225375,143760405855000.0,,722327.0,0.13820000000000002
2003-10-25,MARUTI,EQ,285.0,294.9,297.7,291.5,293.6,293.75,294.51,1888755,55625620115000.0,,,
2003-10-27,MARUTI,EQ,293.75,294.9,298.0,281.6,282.9,283.2,290.7,5831782,169531812520000.0,,886350.0,0.11480000000000001
2003-10-28,MARUTI,EQ,283.2,283.0,291.9,277.8,289.9,286.3,287.45,5640636,162139690550000.0,,530650.0,0.0941
2003-10-29,MARUTI,EQ,286.3,291.45,308.3,286.2,306.2,305.0,296.45,7996572,237061253900000.0,,1058162.0,0.1323
2003-10-30,MARUTI,EQ,305.0,306.5,310.7,302.0,305.1,305.9,306.66,7108567,217991883505000.03,,910953.0,0.12810000000000002
2003-10-31,MARUTI,EQ,305.9,307.8,324.2,306.5,323.8,322.3,316.63,9924397,314233067550000.0,,670273.0,0.0675
2003-11-03,MARUTI,EQ,322.3,324.0,349.5,324.0,347.65,347.6,339.73,9820043,333618489235000.0,,1816539.0,0.185
2003-11-04,MARUTI,EQ,347.6,355.0,356.6,345.2,348.25,349.5,350.46,7884723,276325403775000.0,,1089599.0,0.13820000000000002
2003-11-05,MARUTI,EQ,349.5,350.0,350.0,330.1,338.2,336.1,339.0,7280790,246816261525000.0,,1257161.0,0.1727
2003-11-06,MARUTI,EQ,336.1,340.0,345.7,334.0,336.5,338.45,339.03,6122862,207583658395000.0,,959675.0,0.1567
2003-11-07,MARUTI,EQ,338.45,340.9,343.4,331.25,332.25,333.25,336.17,4584798,154126505940000.0,,845206.0,0.1843
2003-11-10,MARUTI,EQ,333.25,337.0,345.0,327.1,344.1,341.7,338.39,1953978,66120052750000.0,,324095.0,0.1659
2003-11-11,MARUTI,EQ,341.7,343.75,346.85,338.35,340.15,340.7,342.28,3262766,111676744995000.0,,537239.0,0.16469999999999999
2003-11-12,MARUTI,EQ,340.7,338.05,347.0,338.05,342.0,342.95,344.4,3302571,113740299600000.0,,399657.0,0.121
2003-11-13,MARUTI,EQ,342.95,344.95,356.7,338.0,346.0,346.75,350.69,7982920,279951983985000.0,,1143951.0,0.1433
2003-11-14,MARUTI,EQ,346.75,346.0,346.5,326.15,329.0,329.3,337.99,4834168,163389297200000.0,,967863.0,0.2002
2003-11-15,MARUTI,EQ,329.3,330.0,342.0,325.65,340.65,337.45,333.56,1843493,61491086860000.0,,158475.0,0.086
2003-11-17,MARUTI,EQ,337.45,340.65,353.5,337.0,352.2,350.0,344.9,4081415,140767706535000.0,,661623.0,0.16210000000000002
2003-11-18,MARUTI,EQ,350.0,353.0,354.4,340.0,344.0,344.05,346.88,4672908,162093401715000.0,,518787.0,0.111
2003-11-19,MARUTI,EQ,344.05,346.0,346.0,329.0,330.6,330.6,335.75,4672785,156888623285000.0,,844326.0,0.1807
2003-11-20,MARUTI,EQ,330.6,331.95,339.05,321.0,322.6,323.05,331.9,5484243,182024541230000.0,,764223.0,0.1393
2003-11-21,MARUTI,EQ,323.05,324.0,327.0,314.1,324.2,324.05,320.1,8100784,259304405869999.97,,1004523.0,0.12400000000000001
2003-11-24,MARUTI,EQ,324.05,328.7,333.0,324.0,327.0,327.25,328.9,5287524,173904238905000.0,,582640.0,0.11019999999999999
2003-11-25,MARUTI,EQ,327.25,330.55,338.5,328.65,338.0,337.3,333.21,5021011,167305087620000.0,,626167.0,0.1247
2003-11-27,MARUTI,EQ,337.3,340.0,347.0,338.4,340.0,340.7,343.65,5069219,174202086425000.0,,967806.0,0.19090000000000001
2003-11-28,MARUTI,EQ,340.7,343.4,352.0,342.15,345.4,344.6,344.79,3606119,124336040909999.98,,533949.0,0.1481
2003-12-01,MARUTI,EQ,344.6,347.25,357.8,346.85,356.55,356.05,354.61,4405346,156216838215000.0,,753477.0,0.171
2003-12-02,MARUTI,EQ,356.05,365.0,367.0,348.1,355.4,353.5,353.3,4496428,158857833910000.0,,765798.0,0.1703
2003-12-03,MARUTI,EQ,353.5,356.4,363.9,354.0,356.45,357.9,359.58,3993295,143591718425000.0,,436353.0,0.1093
2003-12-04,MARUTI,EQ,357.9,358.25,364.8,355.25,364.05,362.4,361.36,4952879,178975813790000.0,,587234.0,0.1186
2003-12-05,MARUTI,EQ,362.4,364.6,367.0,352.2,354.35,354.2,360.38,3310018,119286562400000.0,,608381.0,0.1838
2003-12-08,MARUTI,EQ,354.2,356.0,362.0,347.65,360.0,355.3,352.31,2681496,94473047530000.0,,237947.0,0.08869999999999999
2003-12-09,MARUTI,EQ,355.3,360.0,370.5,356.2,369.9,366.4,362.28,2685187,97279613820000.0,,435862.0,0.1623
2003-12-10,MARUTI,EQ,366.4,368.5,372.35,363.25,368.95,366.65,368.18,3588806,132134285130000.0,,483389.0,0.13470000000000001
2003-12-11,MARUTI,EQ,366.65,370.0,370.4,362.0,363.55,364.4,365.1,2250383,82161833605000.0,,264610.0,0.1176
2003-12-12,MARUTI,EQ,364.4,366.7,367.0,357.0,364.0,363.5,361.13,3012320,108783949059999.98,,493365.0,0.1638
2003-12-15,MARUTI,EQ,363.5,364.5,366.8,358.5,360.05,360.75,362.99,2126368,77184337685000.0,,527658.0,0.2481
2003-12-16,MARUTI,EQ,360.75,361.5,361.5,353.1,356.6,357.3,357.05,2089553,74608456080000.0,,272133.0,0.1302
2003-12-17,MARUTI,EQ,357.3,357.0,363.7,355.15,356.5,356.95,359.63,2851693,102555980130000.0,,354864.0,0.1244
2003-12-18,MARUTI,EQ,356.95,359.0,365.35,355.7,363.65,363.6,361.19,2281018,82387254190000.0,,336048.0,0.14730000000000001
2003-12-19,MARUTI,EQ,363.6,366.45,366.85,357.65,357.75,359.35,361.7,2514435,90946832850000.0,,636075.0,0.253
2003-12-22,MARUTI,EQ,359.35,359.0,361.8,356.2,357.4,358.0,358.97,2007570,72066729745000.0,,611670.0,0.30469999999999997
2003-12-23,MARUTI,EQ,358.0,362.0,375.05,357.5,358.75,358.85,361.95,2799280,101318985750000.0,,496453.0,0.17739999999999997
2003-12-24,MARUTI,EQ,358.85,360.5,362.9,353.55,354.4,355.3,357.86,3127028,111903870725000.0,,978464.0,0.3129
2003-12-26,MARUTI,EQ,355.3,360.9,370.95,357.0,370.0,369.3,365.43,3181691,116267585345000.0,,720152.0,0.2263
2003-12-29,MARUTI,EQ,369.3,371.0,384.0,371.0,382.9,382.75,379.75,3242665,123139623850000.0,,814061.0,0.251
2003-12-30,MARUTI,EQ,382.75,386.9,386.9,367.5,371.3,371.2,376.86,2283787,86067348175000.0,,503270.0,0.22039999999999998
2003-12-31,MARUTI,EQ,371.2,373.7,379.0,368.3,377.0,375.2,375.36,2088465,78393134315000.0,,417328.0,0.1998
2004-01-01,MARUTI,EQ,375.2,378.0,381.45,374.1,375.45,374.95,376.99,2154224,81212991475000.0,,635333.0,0.2949
2004-01-02,MARUTI,EQ,374.95,377.7,385.7,377.2,381.25,380.4,382.11,2620056,100115646455000.0,,420781.0,0.1606
2004-01-05,MARUTI,EQ,380.4,383.0,390.4,379.0,379.15,380.35,383.79,2978921,114329421190000.02,,743099.0,0.2495
2004-01-06,MARUTI,EQ,380.35,380.05,384.7,365.6,368.0,370.05,377.51,1485287,56070748829999.99,,405202.0,0.27280000000000004
2004-01-07,MARUTI,EQ,370.05,372.7,385.0,364.5,384.1,382.05,372.54,2860924,106580441235000.0,,759243.0,0.26539999999999997
2004-01-08,MARUTI,EQ,382.05,386.2,404.95,386.2,398.1,400.35,394.02,3536049,139328847115000.02,,1314374.0,0.37170000000000003
2004-01-09,MARUTI,EQ,400.35,410.0,448.0,406.0,437.6,439.7,425.84,7713917,328492795660000.0,,2062485.0,0.26739999999999997
2004-01-12,MARUTI,EQ,439.7,439.1,445.9,415.85,419.0,418.95,427.44,2832076,121054958395000.0,,791080.0,0.2793
2004-01-13,MARUTI,EQ,418.95,420.0,428.0,406.7,422.25,423.35,417.85,4974616,207865360370000.0,,1280141.0,0.25730000000000003
2004-01-14,MARUTI,EQ,423.35,425.0,437.9,425.0,432.7,434.2,433.71,3261830,141469055360000.0,,502015.0,0.1539
2004-01-15,MARUTI,EQ,434.2,454.65,454.65,427.4,428.4,431.1,442.57,5989636,265085708569999.97,,719531.0,0.1201
2004-01-16,MARUTI,EQ,431.1,434.8,440.0,397.0,402.0,401.15,419.75,6106161,256307013844999.97,,1016368.0,0.16640000000000002
2004-01-19,MARUTI,EQ,401.15,402.1,430.85,391.5,422.05,424.4,411.74,7850768,323250698980000.0,,938440.0,0.1195
2004-01-20,MARUTI,EQ,424.4,428.8,431.4,400.05,402.8,405.55,416.99,7225533,301297145955000.0,,1137591.0,0.1574
2004-01-21,MARUTI,EQ,405.55,406.0,413.9,375.0,383.0,381.7,398.82,6790202,270805987850000.0,,894688.0,0.1318
2004-01-22,MARUTI,EQ,381.7,379.0,399.4,366.6,369.0,371.4,382.83,7530811,288302498770000.0,,790942.0,0.105
2004-01-23,MARUTI,EQ,371.4,377.0,420.0,374.5,418.6,415.45,392.78,9635197,378455766095000.0,,1008352.0,0.10470000000000002
2004-01-27,MARUTI,EQ,415.45,424.7,437.8,341.1,433.0,431.35,429.94,7134689,306752122020000.0,,1726048.0,0.24190000000000003
2004-01-28,MARUTI,EQ,431.35,436.9,438.8,413.6,419.55,418.7,425.03,9705337,412509164710000.0,,1873075.0,0.193
2004-01-29,MARUTI,EQ,418.7,420.0,441.5,414.35,437.0,433.8,428.01,10131822,433650983385000.06,,1166635.0,0.1151
2004-01-30,MARUTI,EQ,433.8,400.1,444.7,400.1,433.2,431.75,438.66,8149375,357480514930000.0,,627863.0,0.077
2004-02-03,MARUTI,EQ,431.75,435.95,442.0,400.55,408.15,406.45,423.83,7114870,301547800890000.0,,580152.0,0.0815
2004-02-04,MARUTI,EQ,406.45,410.0,446.0,410.0,445.15,442.55,428.39,8958172,383762566170000.0,,1060021.0,0.1183
2004-02-05,MARUTI,EQ,442.55,441.0,453.0,427.0,440.0,433.5,441.72,9798958,432836893295000.0,,1003883.0,0.1024
2004-02-06,MARUTI,EQ,433.5,438.5,450.7,433.75,450.7,448.65,441.3,6807818,300432013600000.0,,435828.0,0.064
2004-02-09,MARUTI,EQ,448.65,445.0,469.9,445.0,469.9,465.65,457.28,6506722,297536514085000.0,,460609.0,0.0708
2004-02-10,MARUTI,EQ,465.65,466.1,469.0,452.1,463.0,460.65,460.27,6839293,314789244440000.0,,744862.0,0.10890000000000001
2004-02-11,MARUTI,EQ,460.65,463.1,475.85,461.0,474.0,473.85,467.64,5367067,250983120325000.0,,397336.0,0.07400000000000001
2004-02-12,MARUTI,EQ,473.85,474.05,483.8,471.0,480.3,480.65,476.7,6110771,291303109590000.0,,655405.0,0.1073
2004-02-13,MARUTI,EQ,480.65,481.5,500.8,474.7,499.0,494.3,484.33,6094853,295190637860000.0,,717982.0,0.1178
2004-02-16,MARUTI,EQ,494.3,497.0,522.9,493.5,516.35,519.45,512.39,9885540,506529157255000.0,,1321917.0,0.13369999999999999
2004-02-17,MARUTI,EQ,519.45,517.0,517.9,502.0,509.7,510.95,509.74,9302625,474191662695000.0,,896872.0,0.09640000000000001
2004-02-18,MARUTI,EQ,510.95,514.25,523.9,513.0,518.0,518.2,519.64,6772064,351905002900000.0,,470198.0,0.0694
2004-02-19,MARUTI,EQ,518.2,518.0,518.15,497.15,499.0,500.0,506.65,8116787,411236991940000.0,,727116.0,0.08960000000000001
2004-02-20,MARUTI,EQ,500.0,494.0,519.5,487.5,516.2,512.45,506.39,12516219,633807623235000.0,,1083246.0,0.08650000000000001
2004-02-23,MARUTI,EQ,512.45,519.85,521.9,491.15,491.8,494.85,509.8,8584140,437616780000000.0,,612190.0,0.0713
2004-02-24,MARUTI,EQ,494.85,493.9,505.3,485.55,499.9,501.0,497.74,13355180,664736305635000.0,,1096975.0,0.0821
2004-02-25,MARUTI,EQ,501.0,501.9,501.95,484.1,485.9,488.05,492.81,8753414,431373995145000.0,,800695.0,0.09150000000000001
2004-02-26,MARUTI,EQ,488.05,492.7,504.5,488.5,499.0,495.6,498.18,7344301,365875891630000.0,,563567.0,0.0767
2004-02-27,MARUTI,EQ,495.6,588.0,588.0,490.35,501.9,500.05,497.29,8059826,400808689835000.0,,550609.0,0.0683
2004-03-01,MARUTI,EQ,500.05,502.15,516.0,502.15,514.8,514.55,509.17,6091013,310137202185000.0,,556045.0,0.0913
2004-03-03,MARUTI,EQ,514.55,517.0,531.65,513.6,529.4,529.3,523.58,7811331,408983659095000.0,,526727.0,0.0674
2004-03-04,MARUTI,EQ,529.3,531.0,534.4,517.05,521.4,521.4,526.12,6959165,366137183485000.0,,372509.0,0.0535
2004-03-05,MARUTI,EQ,521.4,522.15,531.7,522.0,527.75,529.5,527.78,4740249,250181481625000.0,,250118.0,0.05280000000000001
2004-03-08,MARUTI,EQ,529.5,531.2,533.85,523.05,524.5,524.85,528.37,4088518,216026094644999.97,,403109.0,0.0986
2004-03-09,MARUTI,EQ,524.85,431.0,527.7,431.0,514.8,516.6,516.33,4955913,255890628460000.0,,425734.0,0.0859
2004-03-10,MARUTI,EQ,516.6,513.5,516.5,470.1,508.5,509.2,509.77,5672162,289148810965000.0,,518605.0,0.09140000000000001
2004-03-11,MARUTI,EQ,509.2,504.0,510.9,502.0,505.0,505.25,506.07,5651181,285986896040000.0,,513767.0,0.0909
2004-03-12,MARUTI,EQ,505.25,501.8,509.9,491.1,509.0,507.05,498.97,5903578,294569194315000.0,,417977.0,0.0708
2004-03-15,MARUTI,EQ,507.05,511.0,515.5,472.0,473.0,483.8,496.59,5652422,280691189469999.97,,504998.0,0.0893
2004-03-16,MARUTI,EQ,483.8,474.9,489.0,468.1,476.0,478.1,477.59,6944864,331677181475000.0,,325289.0,0.0468
2004-03-17,MARUTI,EQ,478.1,480.05,487.5,476.2,483.8,483.4,482.42,4505236,217340507785000.0,,353484.0,0.0785
2004-03-18,MARUTI,EQ,483.4,487.0,488.0,477.1,480.9,480.55,481.73,4838602,233090081980000.03,,576499.0,0.1191
2004-03-19,MARUTI,EQ,480.55,480.25,485.0,466.95,471.3,471.75,473.09,6065423,286949843890000.0,,335952.0,0.055400000000000005
2004-03-22,MARUTI,EQ,471.75,469.0,477.5,440.2,444.0,443.3,454.01,4941516,224347940805000.03,,753468.0,0.1525
2004-03-23,MARUTI,EQ,443.3,444.9,458.4,436.65,447.2,448.7,447.94,5931683,265703677100000.0,,475849.0,0.0802
2004-03-24,MARUTI,EQ,448.7,450.0,454.85,442.65,454.2,450.25,448.2,3774546,169175673745000.0,,232924.0,0.0617
2004-03-25,MARUTI,EQ,450.25,453.55,490.9,452.9,489.0,478.3,467.25,4704378,219812832525000.0,,591433.0,0.1257
2004-03-26,MARUTI,EQ,478.3,478.3,494.0,478.3,485.1,489.4,487.54,4100480,199915047190000.0,,315551.0,0.077
2004-03-29,MARUTI,EQ,489.4,488.4,497.85,479.0,488.8,492.75,489.06,3597139,175919918415000.0,,286070.0,0.0795
2004-03-30,MARUTI,EQ,492.75,490.0,494.0,476.0,477.0,478.4,484.98,4036926,195784765735000.0,,474965.0,0.1177
2004-03-31,MARUTI,EQ,478.4,477.55,499.4,476.6,496.65,497.45,491.07,5163520,253563846400000.0,,700574.0,0.13570000000000002
2004-04-01,MARUTI,EQ,497.45,497.0,519.7,496.5,513.9,517.1,509.83,4820658,245773821600000.0,,817024.0,0.16949999999999998
2004-04-02,MARUTI,EQ,517.1,518.0,525.9,515.05,520.15,521.65,521.72,5055782,263769374280000.03,,635240.0,0.12560000000000002
2004-04-05,MARUTI,EQ,521.65,522.0,548.7,522.0,548.0,542.4,538.14,4707517,253331273525000.0,,602738.0,0.128
2004-04-06,MARUTI,EQ,542.4,548.45,548.45,531.55,543.0,539.1,537.81,4129358,222080903415000.0,,218404.0,0.0529
2004-04-07,MARUTI,EQ,539.1,541.0,545.5,526.55,529.5,531.7,534.13,3657128,195339661450000.0,,428983.0,0.1173
2004-04-08,MARUTI,EQ,531.7,530.0,541.85,526.4,538.15,536.0,534.86,3870722,207030705125000.0,,347825.0,0.08990000000000001
2004-04-12,MARUTI,EQ,536.0,531.55,542.0,526.0,527.0,529.65,534.49,1424120,76118356540000.0,,134665.0,0.09460000000000002
2004-04-13,MARUTI,EQ,529.65,530.0,537.2,520.55,534.2,534.8,529.06,2515205,133070571715000.02,,340576.0,0.1354
2004-04-15,MARUTI,EQ,534.8,534.7,555.0,531.3,546.0,548.1,547.44,4140375,226661231355000.03,,638330.0,0.1542
2004-04-16,MARUTI,EQ,548.1,548.4,548.7,539.0,539.5,541.65,543.44,1937619,105298230990000.0,,151074.0,0.078
2004-04-17,MARUTI,EQ,541.65,543.0,544.9,539.55,541.0,540.95,542.35,512387,27789209620000.0,,48705.0,0.0951
2004-04-19,MARUTI,EQ,540.95,541.5,554.0,540.15,549.15,549.9,547.97,4295230,235365804530000.03,,582786.0,0.13570000000000002
2004-04-20,MARUTI,EQ,549.9,549.0,549.7,536.0,540.1,540.6,540.94,2451980,132637456105000.0,,263411.0,0.10740000000000001
2004-04-21,MARUTI,EQ,540.6,541.05,570.8,538.0,569.0,563.25,554.82,4450079,246900203115000.0,,506404.0,0.11380000000000001
